artist_ablum_track,genre,jamp_url
"['OKAM', 'Alpha_-_The_Confliction', 'OKAM_-_09_-_Fencepost_RMX.mp3']","
Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/OKAM/Alpha_-_The_Confliction/OKAM_-_09_-_Fencepost_RMX.mp3
"['OKAM', 'Alpha_-_The_Confliction', 'OKAM_-_08_-_Bridges_Burning.mp3']","
Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/OKAM/Alpha_-_The_Confliction/OKAM_-_08_-_Bridges_Burning.mp3
"['OKAM', 'Alpha_-_The_Confliction', 'OKAM_-_07_-_From_The_Darkness_Into_Darkness.mp3']","
Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/OKAM/Alpha_-_The_Confliction/OKAM_-_07_-_From_The_Darkness_Into_Darkness.mp3
"['OKAM', 'Alpha_-_The_Confliction', 'OKAM_-_06_-_Granular_Lunar.mp3']","
Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/OKAM/Alpha_-_The_Confliction/OKAM_-_06_-_Granular_Lunar.mp3
"['OKAM', 'Alpha_-_The_Confliction', 'OKAM_-_05_-_In_the_Silence_feat_Remeya_Kingston.mp3']","
Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/OKAM/Alpha_-_The_Confliction/OKAM_-_05_-_In_the_Silence_feat_Remeya_Kingston.mp3
"['OKAM', 'Alpha_-_The_Confliction', 'OKAM_-_04_-_Savages.mp3']","
Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/OKAM/Alpha_-_The_Confliction/OKAM_-_04_-_Savages.mp3
"['OKAM', 'Alpha_-_The_Confliction', 'OKAM_-_03_-_Stay.mp3']","
Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/OKAM/Alpha_-_The_Confliction/OKAM_-_03_-_Stay.mp3
"['OKAM', 'Alpha_-_The_Confliction', 'OKAM_-_02_-_The_Ark.mp3']","
Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/OKAM/Alpha_-_The_Confliction/OKAM_-_02_-_The_Ark.mp3
"['OKAM', 'Alpha_-_The_Confliction', 'OKAM_-_01_-_Dystopia_Projected.mp3']","
Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/OKAM/Alpha_-_The_Confliction/OKAM_-_01_-_Dystopia_Projected.mp3
"['King_Imagine', 'Fungi_Compilation', 'King_Imagine_-_21_-_Psilocybe.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/King_Imagine/Fungi_Compilation/King_Imagine_-_21_-_Psilocybe.mp3
"['InSpectr', 'Fungi_Compilation', 'InSpectr_-_20_-_Armillaria.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Pavillon36/InSpectr/Fungi_Compilation/InSpectr_-_20_-_Armillaria.mp3
"['Keiss', 'Fungi_Compilation', 'Keiss_-_19_-_Flammulina_velutipes.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Keiss/Fungi_Compilation/Keiss_-_19_-_Flammulina_velutipes.mp3
"['Quanthe', 'Fungi_Compilation', 'Quanthe_-_18_-_Mycena_Interrupta.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Quanthe/Fungi_Compilation/Quanthe_-_18_-_Mycena_Interrupta.mp3
"['Mishel', 'Fungi_Compilation', 'Mishel_-_17_-_Champignon.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Mishel/Fungi_Compilation/Mishel_-_17_-_Champignon.mp3
"['Sacha_Rush', 'Fungi_Compilation', 'Sacha_Rush_-_16_-_Amanita_Muscaria_Muscimol_Mix.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Sacha_Rush/Fungi_Compilation/Sacha_Rush_-_16_-_Amanita_Muscaria_Muscimol_Mix.mp3
"['Mental_Experience', 'Fungi_Compilation', 'Mental_Experience_-_15_-_Aspergillus.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Mental_Experience/Fungi_Compilation/Mental_Experience_-_15_-_Aspergillus.mp3
"['Potential_DifferenSe', 'Fungi_Compilation', 'Potential_DifferenSe_-_14_-_Clavaria_zollingeri.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/Potential_DifferenSe/Fungi_Compilation/Potential_DifferenSe_-_14_-_Clavaria_zollingeri.mp3
"['Sobrio', 'Fungi_Compilation', 'Sobrio_-_13_-_Psathyrella_Aquatica.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/Sobrio/Fungi_Compilation/Sobrio_-_13_-_Psathyrella_Aquatica.mp3
"['Dr_Doctor', 'Fungi_Compilation', 'Dr_Doctor_-_12_-_Semilanceata.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Dr_Doctor/Fungi_Compilation/Dr_Doctor_-_12_-_Semilanceata.mp3
"['Math_Geek', 'Fungi_Compilation', 'Math_Geek_-_11_-_Crimean_Antediluvian.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Math_Geek/Fungi_Compilation/Math_Geek_-_11_-_Crimean_Antediluvian.mp3
"['The_Petrus', 'Fungi_Compilation', 'The_Petrus_-_10_-_Chorioactis.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/Fungi_Compilation/The_Petrus_-_10_-_Chorioactis.mp3
"['TwichGarden', 'Fungi_Compilation', 'TwichGarden_-_09_-_Destroying_Angel.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/TwichGarden/Fungi_Compilation/TwichGarden_-_09_-_Destroying_Angel.mp3
"['yy', 'Fungi_Compilation', 'yy_-_08_-_Chanterelle.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/yy/Fungi_Compilation/yy_-_08_-_Chanterelle.mp3
"['Alter-Z', 'Fungi_Compilation', 'Alter-Z_-_07_-_Mycelium.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Alter-Z/Fungi_Compilation/Alter-Z_-_07_-_Mycelium.mp3
"['Illocanblo', 'Fungi_Compilation', 'Illocanblo_-_06_-_Trametes_versicolor.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/Illocanblo/Fungi_Compilation/Illocanblo_-_06_-_Trametes_versicolor.mp3
"['lookyan', 'Fungi_Compilation', 'lookyan_-_05_-_Mycelium.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/lookyan/Fungi_Compilation/lookyan_-_05_-_Mycelium.mp3
"['Placid', 'Fungi_Compilation', 'Placid_-_04_-_Mycena_chlorophos.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Placid/Fungi_Compilation/Placid_-_04_-_Mycena_chlorophos.mp3
"['Alzar-DrOwL', 'Fungi_Compilation', 'Alzar-DrOwL_-_03_-_Teonanakatl.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Alzar-DrOwL/Fungi_Compilation/Alzar-DrOwL_-_03_-_Teonanakatl.mp3
"['Caramel_Chameleon', 'Fungi_Compilation', 'Caramel_Chameleon_-_02_-_Artomyces_Pyxidatus.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Caramel_Chameleon/Fungi_Compilation/Caramel_Chameleon_-_02_-_Artomyces_Pyxidatus.mp3
"['Csum', 'Fungi_Compilation', 'Csum_-_01_-_Puffballs.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/Csum/Fungi_Compilation/Csum_-_01_-_Puffballs.mp3
"['Hobotek', 'Mutual_Kitchen', 'Hobotek_-_09_-_Demomiculatorxl.mp3']","
Experimental, IDM, Drum & Bass ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/Hobotek/Mutual_Kitchen/Hobotek_-_09_-_Demomiculatorxl.mp3
"['Hobotek', 'Mutual_Kitchen', 'Hobotek_-_08_-_Otsek.mp3']","
Experimental, IDM, Drum & Bass ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/Hobotek/Mutual_Kitchen/Hobotek_-_08_-_Otsek.mp3
"['Hobotek', 'Mutual_Kitchen', 'Hobotek_-_07_-_Parkan_Flow_Part_2.mp3']","
Experimental, IDM, Drum & Bass ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/Hobotek/Mutual_Kitchen/Hobotek_-_07_-_Parkan_Flow_Part_2.mp3
"['Hobotek', 'Mutual_Kitchen', 'Hobotek_-_06_-_Cyberdog_Revival.mp3']","
Experimental, IDM, Drum & Bass ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/Hobotek/Mutual_Kitchen/Hobotek_-_06_-_Cyberdog_Revival.mp3
"['Hobotek', 'Mutual_Kitchen', 'Hobotek_-_05_-_Back_to_Attack_Analogue_Action.mp3']","
Experimental, IDM, Drum & Bass ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/Hobotek/Mutual_Kitchen/Hobotek_-_05_-_Back_to_Attack_Analogue_Action.mp3
"['Hobotek', 'Mutual_Kitchen', 'Hobotek_-_04_-_Boiled_Murdemer.mp3']","
Experimental, IDM, Drum & Bass ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/Hobotek/Mutual_Kitchen/Hobotek_-_04_-_Boiled_Murdemer.mp3
"['Hobotek', 'Mutual_Kitchen', 'Hobotek_-_03_-_Parkan_Flow.mp3']","
Experimental, IDM, Drum & Bass ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/Hobotek/Mutual_Kitchen/Hobotek_-_03_-_Parkan_Flow.mp3
"['Hobotek', 'Mutual_Kitchen', 'Hobotek_-_02_-_Symbiote_Syndrome.mp3']","
Experimental, IDM, Drum & Bass ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/Hobotek/Mutual_Kitchen/Hobotek_-_02_-_Symbiote_Syndrome.mp3
"['Hobotek', 'Mutual_Kitchen', 'Hobotek_-_01_-_Micro_Singularity.mp3']","
Experimental, IDM, Drum & Bass ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/Hobotek/Mutual_Kitchen/Hobotek_-_01_-_Micro_Singularity.mp3
"['Diezel_Tea', 'Kaniputyun', 'Diezel_Tea_-_04_-_Kaniputyun_Part_4.mp3']","
Avant-Garde, Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Diezel_Tea/Kaniputyun/Diezel_Tea_-_04_-_Kaniputyun_Part_4.mp3
"['Diezel_Tea', 'Kaniputyun', 'Diezel_Tea_-_03_-_Kaniputyun_Part_3.mp3']","
Avant-Garde, Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Diezel_Tea/Kaniputyun/Diezel_Tea_-_03_-_Kaniputyun_Part_3.mp3
"['Diezel_Tea', 'Kaniputyun', 'Diezel_Tea_-_02_-_Kaniputyun_Part_2.mp3']","
Avant-Garde, Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Diezel_Tea/Kaniputyun/Diezel_Tea_-_02_-_Kaniputyun_Part_2.mp3
"['Diezel_Tea', 'Kaniputyun', 'Diezel_Tea_-_01_-_Kaniputyun_Part_1.mp3']","
Avant-Garde, Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Diezel_Tea/Kaniputyun/Diezel_Tea_-_01_-_Kaniputyun_Part_1.mp3
"['kiDNN', 'WooMF', 'kiDNN_-_01_-_THE_LAST_GRUVE_live_FMA24.mp3']","
Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/kiDNN/WooMF/kiDNN_-_01_-_THE_LAST_GRUVE_live_FMA24.mp3
"['kiDNN', 'WooMF', 'kiDNN_-_02_-_Elefant_Orca_Straw.mp3']","
Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/kiDNN/WooMF/kiDNN_-_02_-_Elefant_Orca_Straw.mp3
"['The_Petrus', 'My_Unicorn', 'The_Petrus_-_11_-_Polivox_Melody.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/My_Unicorn/The_Petrus_-_11_-_Polivox_Melody.mp3
"['The_Petrus', 'My_Unicorn', 'The_Petrus_-_10_-_Experimental_Painting.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/My_Unicorn/The_Petrus_-_10_-_Experimental_Painting.mp3
"['The_Petrus', 'My_Unicorn', 'The_Petrus_-_09_-_Format.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/My_Unicorn/The_Petrus_-_09_-_Format.mp3
"['The_Petrus', 'My_Unicorn', 'The_Petrus_-_08_-_Free.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/My_Unicorn/The_Petrus_-_08_-_Free.mp3
"['The_Petrus', 'My_Unicorn', 'The_Petrus_-_07_-_July.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/My_Unicorn/The_Petrus_-_07_-_July.mp3
"['The_Petrus', 'My_Unicorn', 'The_Petrus_-_06_-_Inventor.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/My_Unicorn/The_Petrus_-_06_-_Inventor.mp3
"['The_Petrus', 'My_Unicorn', 'The_Petrus_-_05_-_Analog_Girl.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/My_Unicorn/The_Petrus_-_05_-_Analog_Girl.mp3
"['The_Petrus', 'My_Unicorn', 'The_Petrus_-_04_-_Pickle_Puss.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/My_Unicorn/The_Petrus_-_04_-_Pickle_Puss.mp3
"['The_Petrus', 'My_Unicorn', 'The_Petrus_-_03_-_Body_Experience.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/My_Unicorn/The_Petrus_-_03_-_Body_Experience.mp3
"['The_Petrus', 'My_Unicorn', 'The_Petrus_-_02_-_Capsule.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/My_Unicorn/The_Petrus_-_02_-_Capsule.mp3
"['The_Petrus', 'My_Unicorn', 'The_Petrus_-_01_-_My_Unicorn.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/The_Petrus/My_Unicorn/The_Petrus_-_01_-_My_Unicorn.mp3
"['2359', 'Salty_Candy', '2359_-_13_-_I_Love_You_Math_Geek_Piano_Rework.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_13_-_I_Love_You_Math_Geek_Piano_Rework.mp3
"['2359', 'Salty_Candy', '2359_-_12_-_Candy_Sobrio_Remix.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_12_-_Candy_Sobrio_Remix.mp3
"['2359', 'Salty_Candy', '2359_-_11_-_Abstract_Thought_King_Imagine_Remix.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_11_-_Abstract_Thought_King_Imagine_Remix.mp3
"['2359', 'Salty_Candy', '2359_-_10_-_Remember_Quanthe_Remix.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_10_-_Remember_Quanthe_Remix.mp3
"['2359', 'Salty_Candy', '2359_-_09_-_I_Enjoy_You_Csum_Remix.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_09_-_I_Enjoy_You_Csum_Remix.mp3
"['2359', 'Salty_Candy', '2359_-_08_-_Abstract_Thought.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_08_-_Abstract_Thought.mp3
"['2359', 'Salty_Candy', '2359_-_07_-_I_Enjoy_You.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_07_-_I_Enjoy_You.mp3
"['2359', 'Salty_Candy', '2359_-_06_-_Remember.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_06_-_Remember.mp3
"['2359', 'Salty_Candy', '2359_-_05_-_I_Love_You.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_05_-_I_Love_You.mp3
"['2359', 'Salty_Candy', '2359_-_04_-_Always.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_04_-_Always.mp3
"['2359', 'Salty_Candy', '2359_-_03_-_Drop_To.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_03_-_Drop_To.mp3
"['2359', 'Salty_Candy', '2359_-_02_-_I_Miss_You.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_02_-_I_Miss_You.mp3
"['2359', 'Salty_Candy', '2359_-_01_-_Candy.mp3']","
Ambient, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/2359/Salty_Candy/2359_-_01_-_Candy.mp3
"['King_Imagine', 'Tapes_4_ALL', 'King_Imagine_-_07_-_Tape_For_ZSY.mp3']","
Avant-Garde, Jazz, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/King_Imagine/Tapes_4_ALL/King_Imagine_-_07_-_Tape_For_ZSY.mp3
"['King_Imagine', 'Tapes_4_ALL', 'King_Imagine_-_06_-_Tape_For_GPK.mp3']","
Avant-Garde, Jazz, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/King_Imagine/Tapes_4_ALL/King_Imagine_-_06_-_Tape_For_GPK.mp3
"['King_Imagine', 'Tapes_4_ALL', 'King_Imagine_-_05_-_Tape_For_DZA.mp3']","
Avant-Garde, Jazz, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/King_Imagine/Tapes_4_ALL/King_Imagine_-_05_-_Tape_For_DZA.mp3
"['King_Imagine', 'Tapes_4_ALL', 'King_Imagine_-_04_-_Tape_For_KAA.mp3']","
Avant-Garde, Jazz, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/King_Imagine/Tapes_4_ALL/King_Imagine_-_04_-_Tape_For_KAA.mp3
"['King_Imagine', 'Tapes_4_ALL', 'King_Imagine_-_03_-_Tape_For_FBI.mp3']","
Avant-Garde, Jazz, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/King_Imagine/Tapes_4_ALL/King_Imagine_-_03_-_Tape_For_FBI.mp3
"['King_Imagine', 'Tapes_4_ALL', 'King_Imagine_-_02_-_Tape_For_CIA.mp3']","
Avant-Garde, Jazz, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/King_Imagine/Tapes_4_ALL/King_Imagine_-_02_-_Tape_For_CIA.mp3
"['King_Imagine', 'Tapes_4_ALL', 'King_Imagine_-_01_-_Tape_For_WWA.mp3']","
Avant-Garde, Jazz, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Southern_Citys_Lab/King_Imagine/Tapes_4_ALL/King_Imagine_-_01_-_Tape_For_WWA.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_14_-_Zoo-Zoo.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_14_-_Zoo-Zoo.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_13_-_Immersion.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_13_-_Immersion.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_12_-_Always_Smiling.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_12_-_Always_Smiling.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_11_-_Flower_Insect.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_11_-_Flower_Insect.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_10_-_Connect.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_10_-_Connect.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_09_-_Morning_Dub.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_09_-_Morning_Dub.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_08_-_Code_To_The_Rescue.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_08_-_Code_To_The_Rescue.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_07_-_Nayabingi.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_07_-_Nayabingi.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_06_-_Armanta_Dub.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_06_-_Armanta_Dub.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_05_-_Secrets_For_Ourselves.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_05_-_Secrets_For_Ourselves.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_04_-_Loving_Dub.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_04_-_Loving_Dub.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_03_-_Deep_Cut.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_03_-_Deep_Cut.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_02_-_Outbreak.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_02_-_Outbreak.mp3
"['ClicksnBugs', 'Zolah_Spectra', 'ClicksnBugs_-_01_-_Intro.mp3']","
Techno, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/ClicksnBugs/Zolah_Spectra/ClicksnBugs_-_01_-_Intro.mp3
"['Gastronom_22', 'Tea_Remixes', 'Gastronom_22_-_19_-_Tea_Sobrio_Rivised.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Gastronom_22/Tea_Remixes/Gastronom_22_-_19_-_Tea_Sobrio_Rivised.mp3
"['Gastronom_22', 'Tea_Remixes', 'Gastronom_22_-_18_-_Tea_Mamuko_Remix.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Gastronom_22/Tea_Remixes/Gastronom_22_-_18_-_Tea_Mamuko_Remix.mp3
"['Gastronom_22', 'Tea_Remixes', 'Gastronom_22_-_17_-_Tea_Waqs_4_Spoons_Of_Sugar_Remeak.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Gastronom_22/Tea_Remixes/Gastronom_22_-_17_-_Tea_Waqs_4_Spoons_Of_Sugar_Remeak.mp3
"['Gastronom_22', 'Tea_Remixes', 'Gastronom_22_-_16_-_Tea_Eaah_Remix.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Gastronom_22/Tea_Remixes/Gastronom_22_-_16_-_Tea_Eaah_Remix.mp3
"['Gastronom_22', 'Tea_Remixes', 'Gastronom_22_-_15_-_Tea_Art_Electronix_At_The_Seaside_Remix.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Gastronom_22/Tea_Remixes/Gastronom_22_-_15_-_Tea_Art_Electronix_At_The_Seaside_Remix.mp3
"['Gastronom_22', 'Tea_Remixes', 'Gastronom_22_-_14_-_Tea_2359_Remix.mp3']","
Ambient, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Gastronom_22/Tea_Remixes/Gastronom_22_-_14_-_Tea_2359_Remix.mp3
